0.0082979309,5.490809e-05,2.3986091e-06,1.3084329e-05,1.9876401e-05,-1.9320867e-11,3.0134429e-11,-9.6230471e-07,-0.11725802
-0.01573259,6.6994875e-05,1.7271325e-06,1.4612448e-05,2.6458525e-05,-3.6706171e-11,-7.0595283e-12,-0.092286612,-0.15457968
-0.02252884,6.2184629e-05,1.2710931e-06,1.45456e-05,2.7818346e-05,4.7188798e-12,3.4308276e-11,-0.092286369,-0.15457526
-0.026425436,5.5705323e-05,1.7620949e-06,1.2983745e-05,3.0012374e-05,-9.4769555e-11,-9.2015266e-11,-0.092286002,-0.15457112
-0.008220681,8.1173688e-05,1.3529165e-06,2.3665458e-05,6.9710505e-05,3.6708898e-12,3.4700403e-12,-2.3712079e-07,-0.13414315
-0.041222434,8.188425e-05,1.755588e-06,2.1139159e-05,6.6333944e-05,-0.1368392,-0.14418463,-0.33183956,-0.37023272
-0.027153002,3.1072202e-05,1.7169981e-06,8.663486e-06,2.0135364e-05,2.5141212e-11,2.4893849e-11,-0.092285612,-0.15457359
-0.031971676,2.3120765e-05,1.120829e-06,5.0853743e-06,1.9203782e-05,-5.9431276e-11,-3.6667421e-11,-0.092285395,-0.1545714
-0.070140953,8.8934695e-05,3.5033747e-06,7.6973054e-06,1.9131783e-05,-0.98966984,-0.97000931,-1.1752948,-1.0978279
0.024143489,9.8718292e-05,3.6756456e-06,5.0947738e-05,7.020281e-05,-2.9959848e-11,3.8904568e-13,0.25017657,0.35174774
-0.031532584,4.5156768e-05,3.2605466e-06,2.1325281e-05,3.5199714e-05,-8.9896937e-11,-1.0573829e-10,0.062581631,0.34229457
0.0070823563,6.8759648e-05,3.2584294e-06,2.6399539e-05,4.76832e-05,-1.2034617e-10,-1.3175344e-10,0.14616199,0.36552819
0.028289238,8.193541e-05,8.3233872e-06,2.6516623e-05,4.5921777e-05,0.027981984,0.026526138,0.18208722,0.36553741
0.020942508,8.3104169e-05,8.6061169e-06,3.0416943e-05,4.9425195e-05,-2.5051657e-10,-2.4854107e-10,0.18208692,0.36553339
0.048325209,3.7158208e-05,6.2506992e-08,3.6000179e-05,4.2974913e-05,0.5146426,0.52790712,0.89206406,1.2046828
-0.028170535,0.00011086659,2.5280766e-06,2.6074395e-05,5.9298672e-05,-4.0742786e-11,-5.242566e-11,-0.13781117,-0.37713928
-0.055096869,0.00011697025,3.2066028e-06,3.2285875e-05,6.7026291e-05,-0.15355162,-0.16576253,-0.28829798,-0.43587314
0.045040146,0.00011534465,4.4049822e-06,6.3384761e-05,7.0700794e-05,0.56021788,0.57170918,0.89206397,1.2046856
-0.0071798009,8.7555139e-05,2.0067544e-06,2.6679014e-05,6.4371189e-05,6.6093817e-11,2.9885162e-11,1.0965434e-06,-0.37713953
-0.074588917,0.00012515045,3.2057214e-06,3.8429501e-05,7.840269e-05,-0.47330083,-0.47885299,-0.47185111,-0.54236815
-0.070000187,0.00015347861,3.3476625e-06,4.4502653e-05,8.5442512e-05,-0.45409735,-0.44882484,-0.47184966,-0.54238016
-0.0019555458,0.00010751798,3.9911389e-06,3.1853441e-05,6.3490411e-05,4.7776931e-11,1.1354536e-11,8.3858828e-07,-0.37713915
-0.052089052,0.00013079325,3.3441639e-06,3.8412366e-05,7.4293702e-05,-0.26096422,-0.27038995,-0.38946989,-0.53488866
-0.022077307,0.00013293934,3.326387e-06,4.8378141e-05,9.7719406e-05,-9.9555425e-11,-7.005051e-11,-1.713317e-07,-0.10401706
-0.025318172,7.6619205e-05,2.8326185e-06,3.9890989e-05,7.9539518e-05,9.7548699e-11,7.7703756e-11,-3.4927172e-07,-0.10402705
-0.02006887,4.7244164e-05,1.9347956e-06,3.7463524e-05,7.4302915e-05,5.1525499e-11,2.2269107e-11,-1.042373e-06,-0.10403164
0.002339658,0.00013163558,4.6754029e-06,5.8791357e-05,0.00010343178,-9.1402977e-11,-8.0122726e-11,-1.2490451e-06,-0.10403293
-0.032280859,0.00018847335,6.1206666e-06,6.185375e-05,0.00012891125,-1.0500754e-10,-1.3423593e-10,-3.5126799e-07,0.40530635
-0.0024398367,0.00021010917,7.2676845e-06,7.6311316e-05,0.00015011782,-1.1676995e-10,-1.3590911e-10,1.4179321e-07,0.60856982
0.052917972,0.0001988874,1.5694657e-05,0.00014977292,0.00014874142,0.64645486,0.6487837,0.96741011,1.0310252
0.0037457626,0.0001659531,5.6690878e-06,5.9916983e-05,9.6261972e-05,-1.4227629e-10,-1.0210492e-10,3.5388457e-08,0.47333079
0.062366598,0.00014894247,1.1600626e-05,9.0825418e-05,9.2393301e-05,0.79176665,0.80229979,1.0188467,1.0977912
-0.02321645,8.2472357e-05,4.7283625e-06,2.4177676e-05,5.1646105e-05,2.528309e-11,-9.2551385e-12,4.2971843e-07,-0.0016496262
-0.065919497,0.00013457493,4.5636949e-06,3.3910053e-05,7.0372321e-05,-0.26947851,-0.27111288,-0.21887088,-0.22881198
-0.023175102,0.00015850548,5.4838791e-06,5.4135652e-05,0.00011320524,-8.5935711e-11,-1.0756128e-10,-7.9807813e-07,-0.16515966
-0.0080215537,2.8795298e-05,1.7054441e-06,1.9285788e-05,3.3760978e-05,5.5519705e-11,1.1393809e-11,2.1350485e-07,-0.0016508556
-0.025556127,0.00013263865,4.5094093e-06,3.5760234e-05,6.0290546e-05,1.3031682e-10,8.72076e-11,-0.0040493236,-0.066603721
0.01164744,-2.9505328e-05,2.5566708e-07,4.7641505e-06,9.774112e-06,-8.0220793e-12,-1.047263e-12,0.084842591,0.12168246
-0.038506597,9.9914857e-05,4.7379889e-06,3.8706557e-05,5.0425812e-05,-0.032995298,-0.03867053,-0.14920478,-0.22826472
-0.058102905,0.0001914166,7.8109921e-06,6.0124815e-05,8.0452853e-05,-0.34025284,-0.34513857,-0.32513837,-0.36889998
0.028217651,-3.9472965e-05,-2.2074223e-06,1.9191119e-07,2.1739002e-05,-3.0912719e-11,-3.4565901e-12,0.084843283,0.12168275
0.011324401,8.8688792e-05,3.3985464e-06,3.9871792e-05,6.2120655e-05,-1.6446394e-10,-1.1824634e-10,-6.9407888e-07,0.03997451
-0.055847735,0.00015326378,5.571196e-06,5.6891705e-05,8.3766027e-05,-0.29686598,-0.30184215,-0.32513651,-0.36890079
-0.029921657,0.00021233932,6.5258576e-06,7.3080904e-05,0.00012236714,-3.6752696e-11,-6.5610413e-11,-0.32513465,-0.36890313
-0.018802259,9.9219099e-05,1.9073268e-06,4.1714778e-05,8.9965564e-05,3.04457e-11,3.7109165e-11,-0.17774259,-0.28179994
