1,1,1
14711,1,1
19203,1,1
2,2,1
5477,2,1
14711,2,-1
19204,2,1
3,3,1
5477,3,-1
5478,3,1
10098,3,1
19205,3,1
4,4,1
5478,4,-1
10099,4,1
19206,4,1
5,5,1
5479,5,1
19207,5,1
6,6,1
5479,6,-1
19208,6,1
7,7,1
5480,7,1
10098,7,-1
19209,7,1
8,8,1
5480,8,-1
10099,8,-1
19210,8,1
9,9,1
19211,9,1
10,10,1
19212,10,1
11,11,1
5481,11,1
10100,11,1
19213,11,1
12,12,1
5481,12,-1
10101,12,1
19214,12,1
13,13,1
5482,13,1
10100,13,-1
10102,13,1
19215,13,1
14,14,1
5482,14,-1
10101,14,-1
10103,14,1
19216,14,1
15,15,1
10104,15,1
19217,15,1
16,16,1
5483,16,1
10102,16,-1
10105,16,1
19218,16,1
17,17,1
5483,17,-1
10103,17,-1
10106,17,1
19219,17,1
18,18,1
10104,18,-1
19220,18,1
19,19,1
5484,19,1
10105,19,-1
10107,19,1
19221,19,1
20,20,1
5484,20,-1
5485,20,1
10106,20,-1
10108,20,1
19222,20,1
21,21,1
5485,21,-1
10109,21,1
14712,21,1
19223,21,1
22,22,1
5486,22,1
10107,22,-1
19224,22,1
23,23,1
5486,23,-1
5487,23,1
10108,23,-1
19225,23,1
24,24,1
5487,24,-1
5488,24,1
10109,24,-1
10110,24,1
19226,24,1
25,25,1
5488,25,-1
5489,25,1
14713,25,1
19227,25,1
26,26,1
5489,26,-1
5490,26,1
14714,26,1
19228,26,1
27,27,1
5490,27,-1
14715,27,1
19229,27,1
28,28,1
5491,28,1
19230,28,1
29,29,1
5491,29,-1
5492,29,1
19231,29,1
30,30,1
5492,30,-1
19232,30,1
31,31,1
10110,31,-1
10111,31,1
19233,31,1
32,32,1
10111,32,-1
19234,32,1
33,33,1
5493,33,1
10112,33,1
14716,33,1
19235,33,1
34,34,1
5493,34,-1
10113,34,1
14717,34,1
19236,34,1
35,35,1
19237,35,1
36,36,1
5494,36,1
10112,36,-1
14718,36,1
19238,36,1
37,37,1
5494,37,-1
10113,37,-1
14719,37,1
19239,37,1
38,38,1
5495,38,1
10114,38,1
14720,38,1
19240,38,1
39,39,1
5495,39,-1
5496,39,1
10115,39,1
14721,39,1
19241,39,1
40,40,1
5496,40,-1
10116,40,1
14722,40,1
19242,40,1
41,41,1
5497,41,1
10114,41,-1
10117,41,1
19243,41,1
42,42,1
5497,42,-1
5498,42,1
10115,42,-1
10118,42,1
19244,42,1
43,43,1
5498,43,-1
5499,43,1
10116,43,-1
10119,43,1
19245,43,1
44,44,1
5499,44,-1
10120,44,1
19246,44,1
45,45,1
5500,45,1
10121,45,1
19247,45,1
46,46,1
5500,46,-1
10122,46,1
19248,46,1
47,47,1
5501,47,1
10117,47,-1
19249,47,1
48,48,1
5501,48,-1
5502,48,1
10118,48,-1
10123,48,1
19250,48,1
49,49,1
5502,49,-1
5503,49,1
10119,49,-1
10124,49,1
19251,49,1
50,50,1
5503,50,-1
10120,50,-1
10125,50,1
19252,50,1
51,51,1
5504,51,1
10121,51,-1
19253,51,1
52,52,1
5504,52,-1
10122,52,-1
19254,52,1
53,53,1
5505,53,1
10123,53,-1
19255,53,1
54,54,1
5505,54,-1
5506,54,1
10124,54,-1
19256,54,1
55,55,1
5506,55,-1
5507,55,1
10125,55,-1
10126,55,1
19257,55,1
56,56,1
5507,56,-1
19258,56,1
57,57,1
5508,57,1
10127,57,1
19259,57,1
58,58,1
5508,58,-1
10128,58,1
19260,58,1
59,59,1
10126,59,-1
10129,59,1
19261,59,1
60,60,1
5509,60,1
19262,60,1
61,61,1
5509,61,-1
5510,61,1
10127,61,-1
10130,61,1
19263,61,1
62,62,1
5510,62,-1
10128,62,-1
10131,62,1
19264,62,1
63,63,1
10129,63,-1
10132,63,1
19265,63,1
64,64,1
5511,64,1
10130,64,-1
10133,64,1
14723,64,1
19266,64,1
65,65,1
5511,65,-1
5512,65,1
10131,65,-1
10134,65,1
14724,65,1
19267,65,1
66,66,1
5512,66,-1
10135,66,1
19268,66,1
67,67,1
10132,67,-1
10136,67,1
19269,67,1
68,68,1
5513,68,1
10133,68,-1
10137,68,1
14725,68,1
19270,68,1
69,69,1
5513,69,-1
5514,69,1
10134,69,-1
10138,69,1
14726,69,1
19271,69,1
70,70,1
5514,70,-1
10135,70,-1
19272,70,1
71,71,1
5515,71,1
10136,71,-1
14712,71,-1
19273,71,1
72,72,1
5515,72,-1
10139,72,1
14727,72,1
19274,72,1
73,73,1
5516,73,1
10137,73,-1
19275,73,1
74,74,1
5516,74,-1
10138,74,-1
19276,74,1
75,75,1
5517,75,1
10139,75,-1
14713,75,-1
19277,75,1
76,76,1
5517,76,-1
5518,76,1
14714,76,-1
19278,76,1
77,77,1
5518,77,-1
14715,77,-1
19279,77,1
78,78,1
10140,78,1
19280,78,1
79,79,1
10140,79,-1
19281,79,1
80,80,1
5519,80,1
10141,80,1
14728,80,1
19282,80,1
81,81,1
5519,81,-1
10142,81,1
14729,81,1
19283,81,1
82,82,1
5520,82,1
10141,82,-1
14730,82,1
19284,82,1
83,83,1
5520,83,-1
10142,83,-1
14731,83,1
19285,83,1
84,84,1
5521,84,1
10143,84,1
14732,84,1
19286,84,1
85,85,1
5521,85,-1
10144,85,1
14733,85,1
19287,85,1
86,86,1
10145,86,1
14734,86,1
19288,86,1
87,87,1
5522,87,1
10146,87,1
14716,87,-1
14735,87,1
19289,87,1
88,88,1
5522,88,-1
10147,88,1
14717,88,-1
14736,88,1
19290,88,1
89,89,1
5523,89,1
10143,89,-1
14737,89,1
19291,89,1
90,90,1
5523,90,-1
10144,90,-1
14738,90,1
19292,90,1
91,91,1
10145,91,-1
10148,91,1
14739,91,1
19293,91,1
92,92,1
5524,92,1
10146,92,-1
10149,92,1
14718,92,-1
14740,92,1
19294,92,1
93,93,1
5524,93,-1
10147,93,-1
10150,93,1
14719,93,-1
14741,93,1
19295,93,1
94,94,1
10148,94,-1
10151,94,1
14742,94,1
19296,94,1
95,95,1
5525,95,1
10149,95,-1
10152,95,1
14743,95,1
19297,95,1
96,96,1
5525,96,-1
10150,96,-1
10153,96,1
14744,96,1
19298,96,1
97,97,1
10151,97,-1
14745,97,1
19299,97,1
98,98,1
5526,98,1
14746,98,1
19300,98,1
99,99,1
5526,99,-1
14747,99,1
19301,99,1
100,100,1
5527,100,1
10152,100,-1
14748,100,1
19302,100,1
101,101,1
5527,101,-1
10153,101,-1
14749,101,1
19303,101,1
102,102,1
10154,102,1
14750,102,1
19304,102,1
103,103,1
10155,103,1
14751,103,1
19305,103,1
104,104,1
10154,104,-1
14752,104,1
19306,104,1
105,105,1
10155,105,-1
10156,105,1
14753,105,1
19307,105,1
106,106,1
10157,106,1
14754,106,1
19308,106,1
107,107,1
10158,107,1
14755,107,1
19309,107,1
108,108,1
10156,108,-1
14756,108,1
19310,108,1
109,109,1
5528,109,1
10157,109,-1
14720,109,-1
14757,109,1
19311,109,1
110,110,1
5528,110,-1
5529,110,1
14721,110,-1
14758,110,1
19312,110,1
111,111,1
5529,111,-1
5530,111,1
14722,111,-1
14759,111,1
19313,111,1
112,112,1
5530,112,-1
10158,112,-1
14760,112,1
19314,112,1
113,113,1
10159,113,1
14761,113,1
19315,113,1
114,114,1
5531,114,1
10160,114,1
14723,114,-1
14762,114,1
